"Religion#0","0","http://dbpedia.org/ontology/EthnicGroup"
"Republic_of_China_legislative_election,_1986#0","0","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/PoliticalParty http://dbpedia.org/ontology/Work"
"Raviv_Ullman#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Regionalliga_(women)#4","5","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"Remember_the_Time#1","0","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"Reserve_railway_station#0","0","http://dbpedia.org/ontology/BodyOfWater http://dbpedia.org/ontology/NaturalPlace http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/Place"
"Reserve_railway_station#0","2","http://dbpedia.org/ontology/EducationalInstitution http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/School"
"Reserve_railway_station#0","4","http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/Person"
"Ren%C3%A1ta_Tomanov%C3%A1#0","2","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/GolfTournament http://dbpedia.org/ontology/SocietalEvent http://dbpedia.org/ontology/SportsEvent http://dbpedia.org/ontology/Tournament"
"Restigouche-Chaleur#1","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Artist http://dbpedia.org/ontology/Band http://dbpedia.org/ontology/MusicalArtist http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/PoliticalParty"
"Renato_Gonz%C3%A1lez#0","3","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/MusicalArtist http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"Renato_Gonz%C3%A1lez#0","6","http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"Qyntel_Woods#0","1","http://dbpedia.org/ontology/BasketballTeam http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam"
"Revolutionary_Party#1","0","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"Rajesh_Ramanath#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Raymond_Floyd#1","2","http://dbpedia.org/ontology/SportsEvent"
"Ratoath_(Parliament_of_Ireland_constituency)#0","5","http://dbpedia.org/ontology/Person"
"Qasim_Said#0","2","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerLeague http://dbpedia.org/ontology/SportsLeague"
"Ramiz_Kerimov#0","1","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"Ray_Parker,_Jr.#0","1","http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Single http://dbpedia.org/ontology/Work"
"Results_of_the_Indian_general_election,_2014#28","0","http://dbpedia.org/ontology/PoliticalParty"
"Results_of_the_Canadian_federal_election,_2011#11","1","http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/MemberOfParliament http://dbpedia.org/ontology/Politician"
"Ramnulfids#0","1","http://dbpedia.org/ontology/Person"
"Republican_Party_presidential_debates,_2016#14","0","http://dbpedia.org/ontology/Person"
"Raving_Rabbids#Film#0","1","http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/Software http://dbpedia.org/ontology/VideoGame"
"Republican_Party_presidential_debates,_2016#12","0","http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/OfficeHolder http://dbpedia.org/ontology/Animal http://dbpedia.org/ontology/Eukaryote http://dbpedia.org/ontology/Species"
"Richard_Davies_(actor)#1","1","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work"
"Ra%C3%BAl_Juli%C3%A1#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Republic_of_China_presidential_election,_1918#0","2","http://dbpedia.org/ontology/Person"
"Regal_Entertainment#2","0","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Riverside_(Metra_station)#0","0","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Venue"
"Riverside_(Metra_station)#0","2","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Infrastructure http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/RailwayLine http://dbpedia.org/ontology/RouteOfTransportation"
"Riverside_(Metra_station)#0","4","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Infrastructure http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Station"
"List_of_cities_and_towns_in_Russia#0","0","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"List_of_cities_and_towns_in_Russia#0","2","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
"Qi_(state)#House_of_Tian#0","1","http://dbpedia.org/ontology/Person"
"Rick_Burr#0","1","http://dbpedia.org/ontology/Award"
"Road_America_180#2","1","http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"Results_of_the_Indian_general_election,_2014#15","0","http://dbpedia.org/ontology/PoliticalParty"
"Regina_Spektor_discography#3","1","http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/RecordLabel"
"Red_Chillies_Entertainment#Visual_effects#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Reality_Check_(podcast)#0","1","http://dbpedia.org/ontology/TelevisionEpisode"
"Rinaldo_Cruzado#1","3","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/MusicalArtist http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"Rinaldo_Cruzado#1","5","http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/Film"
"Rinaldo_Cruzado#1","6","http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"Response_Force_Task_Group#4","0","http://dbpedia.org/ontology/MeanOfTransportation http://dbpedia.org/ontology/Ship"
"Red_Star_Belgrade_in_European_football#5","4","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"Rickenbacker_International_Airport#1","0","http://dbpedia.org/ontology/Airline http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"Ray_Sharkey#1","1","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work"
"Religion_in_Serbia#0","0","http://dbpedia.org/ontology/EthnicGroup"
"Riverside_(song)#0","0","http://dbpedia.org/ontology/Album"
"Primetime_Emmy_Award_for_Outstanding_Miniseries#0","1","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/Film"
"Rayong_F.C.#0","1","http://dbpedia.org/ontology/Organisation"
"Rhys_Darby#0","1","http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/Film"
"Prema_Powerteam#2","2","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/MotorsportRacer http://dbpedia.org/ontology/RacingDriver"
"Reference_Daily_Intake#1","0","http://dbpedia.org/ontology/MilitaryUnit"
"Riverview_railway_station#0","0","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Infrastructure http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PowerStation"
"Riverview_railway_station#0","2","http://dbpedia.org/ontology/Band"
"Riverview_railway_station#0","4","http://dbpedia.org/ontology/Place"
"Riza_Santos#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Richmond_Spiders_football,_1920%E2%80%9329#1928#3","1","http://dbpedia.org/ontology/Organisation"
"Road_to_Revolution:_Live_at_Milton_Keynes#2","0","http://dbpedia.org/ontology/Single"
"Rimi_Tomy#2","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"RoadRunner_(division)#0","3","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Republic_of_China_Army#0","0","http://dbpedia.org/ontology/Device http://dbpedia.org/ontology/Weapon"
"Penalty_(gridiron_football)#Illegal_touching_of_a_free_kick#0","0","http://dbpedia.org/ontology/MilitaryConflict"
"Recurring_characters_of_Home_and_Away#D#12","0","http://dbpedia.org/ontology/Person"
"Rock_the_House_Live!#2","2","http://dbpedia.org/ontology/Single"
"Rikki_Six#0","3","http://dbpedia.org/ontology/Award"
"Rimi_Tomy#0","1","http://dbpedia.org/ontology/Album"
"Rockhampton_railway_station#0","2","http://dbpedia.org/ontology/MeanOfTransportation http://dbpedia.org/ontology/Train http://dbpedia.org/ontology/Organisation"
"Roads_in_Jamaica#B_Roads#0","2","http://dbpedia.org/ontology/Settlement"
"Rent_(musical)#2","2","http://dbpedia.org/ontology/Award"
"Rent_(musical)#2","3","http://dbpedia.org/ontology/Person"
"Riemann_hypothesis#0","2","http://dbpedia.org/ontology/Person"
"Record_attendances_in_United_States_club_soccer#3","3","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam http://dbpedia.org/ontology/Company"
"Record_attendances_in_United_States_club_soccer#3","4","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/SoccerTournament http://dbpedia.org/ontology/SocietalEvent http://dbpedia.org/ontology/SportsEvent http://dbpedia.org/ontology/Tournament"
"Robert_E._Howard_bibliography#James_Allison#21","0","http://dbpedia.org/ontology/Food http://dbpedia.org/ontology/Book http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/WrittenWork http://dbpedia.org/ontology/Disease"
"Robert_E._Howard_bibliography#James_Allison#21","2","http://dbpedia.org/ontology/Lake http://dbpedia.org/ontology/Book http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/WrittenWork http://dbpedia.org/ontology/Beverage http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Food"
"Robert_E._Howard_bibliography#James_Allison#21","3","http://dbpedia.org/ontology/Disease"
"National_Register_of_Historic_Places_listings_in_northern_Westchester_County,_New_York#0","1","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/Place"
"Roger_Ashton-Griffiths#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Rogiet_Hoard#0","0","http://dbpedia.org/ontology/Person"
"Robert_E._Howard_bibliography#26","0","http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/WrittenWork"
"Ricki-Lee_Coulter#1","2","http://dbpedia.org/ontology/Award"
"Raions_of_Ukraine#20","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/Region"
"Rajesh_Hamal#1","1","http://dbpedia.org/ontology/Film"
"Right_Royal#0","3","http://dbpedia.org/ontology/Crater"
"Rock_%27n%27_Roll_Arizona_Marathon#0","1","http://dbpedia.org/ontology/Person"
"Rob_Vilain#0","0","http://dbpedia.org/ontology/Person"
"Rohit_Shetty#1","1","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work"
"Roma_Ostiense_railway_station#0","0","http://dbpedia.org/ontology/Film"
"Romanian_Rally_Championship#16","1","http://dbpedia.org/ontology/Person"
"Rosh_HaAyin#0","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"Ronnie_James_Dio_discography#7","1","http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work"
"Rockbj%C3%B6rnen#14","1","http://dbpedia.org/ontology/Band http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/Group"
"Record_attendances_in_United_States_club_soccer#5","3","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"Roxy_Pro_France_2015#24","2","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/IceHockeyPlayer http://dbpedia.org/ontology/WinterSportPlayer"
"Route_du_Sud#0","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/Cyclist"
"Rosa_Mar%C3%ADa_Bianchi#1","1","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work"
"Roslyn_railway_station#0","0","http://dbpedia.org/ontology/Station http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work"
"Roslyn_railway_station#0","2","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Infrastructure http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/RailwayLine http://dbpedia.org/ontology/RouteOfTransportation http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"Roslyn_railway_station#0","4","http://dbpedia.org/ontology/Station http://dbpedia.org/ontology/Film"
"Roshani_Shetty#0","0","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work"
"Royal_Borough_of_Windsor_and_Maidenhead#0","1","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/PoliticalParty"
"Rory_Fallon#0","3","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"Rome_municipal_election,_2008#0","1","http://dbpedia.org/ontology/Person"
"Runcinated_6-simplexes#Biruncitruncated_6-simplex#9","0","http://dbpedia.org/ontology/Work"
"Runcinated_7-simplexes#Runcinated_7-simplex#7","0","http://dbpedia.org/ontology/Work"
"Royal_Canadian_Sea_Cadets#3","0","http://dbpedia.org/ontology/Ship"
"Rin_Nitaya#1","0","http://dbpedia.org/ontology/Person"
"Russia_in_the_Eurovision_Young_Dancers#0","1","http://dbpedia.org/ontology/Person"
"Razak_Boukari#0","2","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerLeague http://dbpedia.org/ontology/SportsLeague"
"Runcinated_7-orthoplexes#3","0","http://dbpedia.org/ontology/Work"
"Root_Sports#0","0","http://dbpedia.org/ontology/Broadcaster http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/TelevisionStation"
"Rugby_union_in_Cornwall#0","1","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
"Rundell_Winchester#2","0","http://dbpedia.org/ontology/PoliticalParty http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/MusicalArtist http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"RK_Lov%C4%87en#5","3","http://dbpedia.org/ontology/SportsTeam http://dbpedia.org/ontology/SoccerClub"
"Rotherhithe_(UK_Parliament_constituency)#0","2","http://dbpedia.org/ontology/Person"
"Roman_Catholic_Archdiocese_of_Perth#0","1","http://dbpedia.org/ontology/Person"
"Russia_at_the_2015_World_Speed_Skating_Championships#World_Single_Distance_Speed_Skating_Championships#5","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/Skater http://dbpedia.org/ontology/WinterSportPlayer http://dbpedia.org/ontology/FigureSkater"
"Rome,_Georgia#0","0","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/Place"
"Ron_%22Bumblefoot%22_Thal#0","2","http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work"
"Rock_%27n%27_Roll_Virginia_Beach_Half_Marathon#0","4","http://dbpedia.org/ontology/Person"
"Paul_Thomas_Anderson#4","1","http://dbpedia.org/ontology/Award"
"Prix_de_Rome#1","1","http://dbpedia.org/ontology/Person"
"Prix_de_Rome#1","3","http://dbpedia.org/ontology/Person"
"Ron_Mason#5","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/IceHockeyPlayer http://dbpedia.org/ontology/WinterSportPlayer"
"Russia_at_the_2010_Summer_Youth_Olympics#26","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/TennisPlayer"
"Russia_at_the_2010_Summer_Youth_Olympics#26","1","http://dbpedia.org/ontology/FootballLeagueSeason"
"S%C5%8Dta_Yamamoto#0","0","http://dbpedia.org/ontology/TelevisionShow"
"S%C5%8Dta_Yamamoto#0","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Artist http://dbpedia.org/ontology/MusicalArtist http://dbpedia.org/ontology/ClassicalMusicComposition http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work"
"S%C5%8Dta_Yamamoto#0","2","http://dbpedia.org/ontology/ClassicalMusicComposition http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Artist http://dbpedia.org/ontology/MusicalArtist"
"S%C5%8Dta_Yamamoto#0","3","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work"
"Ryan_Star#0","1","http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work"
"Russia_at_the_2006_Winter_Olympics#8","0","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/PoliticalParty http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"Ruth_M._Kirk#0","0","http://dbpedia.org/ontology/Person"
"S.S._Lazio_C.F.#0","4","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"Rhein-Neckar-Kreis#0","2","http://dbpedia.org/ontology/TimePeriod"
"Russian_Super_Cup#2","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/SoccerPlayer"
"Ryukyu_Kingdom#1","0","http://dbpedia.org/ontology/Person"
"Russian_Football_Premier_League#2","0","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"SC_27#0","1","http://dbpedia.org/ontology/Disease"
"Rose_d%27Or#0","1","http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/TelevisionShow"
"Russ_Wilcox#1","0","http://dbpedia.org/ontology/Band http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"S.C._Damash#1","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/SoccerManager http://dbpedia.org/ontology/SportsManager"
"SBS_Drama_Awards#20","1","http://dbpedia.org/ontology/Person"
"SAFA_Second_Division#0","1","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"SM_U-26#0","1","http://dbpedia.org/ontology/BodyOfWater"
"Saeeda_Imtiaz#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/TelevisionEpisode"
"Saint-Omer_Open#3","1","http://dbpedia.org/ontology/Person"
"Ren%C3%A9_Rast#0","4","http://dbpedia.org/ontology/Software"
"Ren%C3%A9_Rast#0","5","http://dbpedia.org/ontology/TelevisionSeason http://dbpedia.org/ontology/Work"
"Rog%C3%A9rio_Dutra_Silva#1","4","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/TennisPlayer"
"Romanian_general_election,_1928#0","0","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/PoliticalParty"
"SOCCSKSARGEN#0","0","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/City"
"Saint_Helena_Airport#0","0","http://dbpedia.org/ontology/Airline http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"STS-51-B#0","0","http://dbpedia.org/ontology/Plant http://dbpedia.org/ontology/Language http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Person"
"STS-51-B#0","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Astronaut"
"Rickie_Lee_Jones#0","1","http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work"
"Robin_Hulbert#0","1","http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam http://dbpedia.org/ontology/TimePeriod http://dbpedia.org/ontology/Year"
"Roberto_Mancini#4","1","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"Rose_of_Tralee_(festival)#1","1","http://dbpedia.org/ontology/Person"
"Richard_Gasquet#0","0","http://dbpedia.org/ontology/Tournament"
"Rafaello_Oliveira#1","2","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/MartialArtist"
"Sailing_at_the_2011_Pan_American_Games_%E2%80%93_Qualification#10","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"Raimond_van_der_Gouw#0","1","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam http://dbpedia.org/ontology/Band http://dbpedia.org/ontology/Group"
"Salzgitter-Ringelheim_station#0","2","http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/Disease"
"Sachin_Kundalkar#0","1","http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/Film"
"Run_to_the_Hills#0","1","http://dbpedia.org/ontology/Single"
"Sahiwal_Division#0","0","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"Sahiwal_Division#0","2","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"Sahiwal_Division#0","1","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Company"
"Samos_International_Airport#0","0","http://dbpedia.org/ontology/Airline http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"Sam_Okyere#3","1","http://dbpedia.org/ontology/Award"
"Samantha_Carter#0","1","http://dbpedia.org/ontology/Person"
"Samsun-%C3%87ar%C5%9Famba_Airport#0","0","http://dbpedia.org/ontology/Airline http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"Salem,_Oregon#1","1","http://dbpedia.org/ontology/Organisation"
"San-S%C3%A3o#0","0","http://dbpedia.org/ontology/Organisation"
"Orders_of_magnitude_(energy)#103#0","1","http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/Broadcaster http://dbpedia.org/ontology/RadioStation"
"S%C3%ADlvia_Soler_Espinosa#0","0","http://dbpedia.org/ontology/Tournament"
"Republican_National_Committee#5","0","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
"SD_Octavio_Vigo#0","2","http://dbpedia.org/ontology/SoccerTournament"
"San_Diego_Christian_College#Athletics#0","0","http://dbpedia.org/ontology/Person"
"Sandy_Denny_discography#8","1","http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work"
"San_Diego_Chargers#0","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/AmericanFootballPlayer http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/GridironFootballPlayer"
"Rosalind_Allen#0","2","http://dbpedia.org/ontology/Person"
"San_Diego_State_Aztecs_men%27s_basketball#26","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/BasketballPlayer"
"Sangui%C3%A9_Province#0","0","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"List_of_cities_in_China#1","0","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/City"
"List_of_cities_in_China#1","3","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"List_of_cities_in_China#1","2","http://dbpedia.org/ontology/Settlement"
"San_Angelo,_Texas#3","1","http://dbpedia.org/ontology/Broadcaster http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/RadioStation http://dbpedia.org/ontology/Station"
"SMU_Mustangs_football_under_Tom_Rossley#1992_Season#1","2","http://dbpedia.org/ontology/Place"
"Rhoticity_in_English#12","1","http://dbpedia.org/ontology/Person"
"Sailing_at_the_1980_Summer_Olympics#3","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"San_Diego_State_Aztecs_men%27s_basketball#22","3","http://dbpedia.org/ontology/Place"
"San_Marino_national_football_team#0","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/SoccerManager http://dbpedia.org/ontology/SportsManager"
"San_Marino_in_the_Eurovision_Song_Contest#5","2","http://dbpedia.org/ontology/Person"
"San_Clemente_station#0","2","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Infrastructure http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/RailwayLine http://dbpedia.org/ontology/RouteOfTransportation"
"San_Clemente_station#0","4","http://dbpedia.org/ontology/Building"
"Russian_Cup_(football)#1","0","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"San_Juan,_Puerto_Rico#1","0","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam http://dbpedia.org/ontology/SoccerClub"
"Royal_Netherlands_Army#3","0","http://dbpedia.org/ontology/Device http://dbpedia.org/ontology/Weapon"
"SEPTA_City_Transit_Division_surface_routes#31#1","3","http://dbpedia.org/ontology/Book"
"Sasang_Station_(Busan_Metro)#2","0","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Infrastructure http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/RailwayStation http://dbpedia.org/ontology/Station"
"Sasang_Station_(Busan_Metro)#2","2","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Infrastructure http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/RailwayLine http://dbpedia.org/ontology/RouteOfTransportation"
"Sasang_Station_(Busan_Metro)#2","4","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Infrastructure http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/RailwayStation http://dbpedia.org/ontology/Station"
"San_Francisco_49ers_draft_history#46","3","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/AmericanFootballPlayer http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/GridironFootballPlayer"
"SV_Waldhof_Mannheim#2","1","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerLeague http://dbpedia.org/ontology/SportsLeague"
